section,dataset,variable,source,original_field,unit,frequency,transformation,missing_value_treatment,economic_interpretation,important_limitations
processed,futures_pricing_panel.csv,SHIBOR_3M,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_6M_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_6M,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_9M_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_9M,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_1Y_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_1Y,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FR001_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FR001,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FR007_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FR007,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FR014_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FR014,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FDR001_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FDR001,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FDR007_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FDR007,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FDR014_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FDR014,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,LPR_1Y_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,LPR_1Y,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,LPR_5Y_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,LPR_5Y,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,PBOC_7D_REVERSE_REPO_observation_date,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,PBOC_7D_REVERSE_REPO,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUSFAR_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUSFAR1W_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUSFAR2W_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUSFAR1M_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUSFAR3M_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUSFARCNY_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUSFARCN1W_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,CBR_KEY_RATE_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,RUONIA_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_ON_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_1W_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_2W_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_1M_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_3M_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_6M_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_9M_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,SHIBOR_1Y_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FR001_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FR007_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FR014_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,FDR001_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FDR007_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,FDR014_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,LPR_1Y_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,LPR_5Y_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,PBOC_7D_REVERSE_REPO_staleness_days,"MOEX, Bank of Russia, CFETS/ChinaMoney, or PBOC according to series name","calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,rub_rate_tenor,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,rub_rate_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,rub_tenor_distance_days,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",calendar days,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,rub_rate_observation_date,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,rub_rate_staleness_days,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,rub_rate_matching_method,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,rub_rate_source_family,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,cny_rate_tenor,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,cny_rate_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,cny_tenor_distance_days,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",calendar days,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,cny_rate_observation_date,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",ISO date,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,cny_rate_staleness_days,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",calendar days,daily,trade_date minus the backward as-of matched source observation date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,cny_rate_matching_method,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,cny_rate_source_family,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,futures_pricing_panel.csv,observed_funding_differential_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
